通常
	32864
		卡名: 超时空战斗机 V形蛇
		密码: 10992251
		效果: 拥有后备仓库，能发挥各种能力的高性能战斗机。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 光
		种族: 机械
		效果类型: 
		攻击力: 1200
		防御力: 800
		星级: 4
	11012154
		卡名: 守护龙 朱斯提亚
		密码: 11012154
		效果: 星键流下那不流的泪水，成就天命。神门崩鸣，蛇口吞下守护者的梦幻。其魂在初始之地，彼魂在终极之地。\r\n——这颗神狱之星将会在此开辟。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常|调整
		属性: 水
		种族: 龙
		效果类型: 
		攻击力: 0
		防御力: 2100
		星级: 2
	11050416
		卡名: 河马衍生物
		密码: 11050416
		效果: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 18027139
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 地
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 1
	11050417
		卡名: 河马衍生物
		密码: 11050417
		效果: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 18027139
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 地
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 1
	11050418
		卡名: 河马衍生物
		密码: 11050418
		效果: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 18027139
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 地
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 1
	11050419
		卡名: 河马衍生物
		密码: 11050419
		效果: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 18027139
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 地
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 1
	11066358
		卡名: 银河海蛇
		密码: 11066358
		效果: 据说会趁着暮色现形的龙。因飞行时犹如畅泳星海这神秘身姿而得其名。虽说相传目睹其姿容者是寥寥可数，不过据说有幸目睹者能得到新力量。
		OT: OCG|TCG
		同名卡: 
		字段: 银河
		卡片种类: 怪兽|通常|调整
		属性: 光
		种族: 龙
		效果类型: 
		攻击力: 1000
		防御力: 0
		星级: 2
	11091375
		卡名: 蓝宝石龙
		密码: 11091375
		效果: 全身都被蓝宝石覆盖着，异常美丽的龙。虽然不喜欢竞争。但却具备着非常高的攻击力。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 风
		种族: 龙
		效果类型: 
		攻击力: 1900
		防御力: 1600
		星级: 4
	11250655
		卡名: 水陆的帝王
		密码: 11250655
		效果: 可以用大嘴向四方喷火的爬虫怪。
		OT: OCG
		同名卡: 
		字段: 帝王
		卡片种类: 怪兽|通常
		属性: 水
		种族: 爬虫
		效果类型: 
		攻击力: 1800
		防御力: 1500
		星级: 5
	11321183
		卡名: 暗魔界的战士 暗黑之剑
		密码: 11321183
		效果: 据说会操纵龙的暗魔界的战士。邪恶之力所使出的挥斩攻击威力惊人。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 战士
		效果类型: 
		攻击力: 1800
		防御力: 1500
		星级: 4
	11549357
		卡名: 磁石战士γ
		密码: 11549357
		效果: 用α、β、γ来变形合体。
		OT: OCG|TCG
		同名卡: 
		字段: 磁石战士
		卡片种类: 怪兽|通常
		属性: 地
		种族: 岩石
		效果类型: 
		攻击力: 1500
		防御力: 1800
		星级: 4
	11714098
		卡名: 3万年的白龟
		密码: 11714098
		效果: 生活了三万年的巨大乌龟。守备力高。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 水
		种族: 水
		效果类型: 
		攻击力: 1250
		防御力: 2100
		星级: 5
	11761845
		卡名: 塔瓦弯刀恶魔
		密码: 11761845
		效果: 其双刀。即使是恶魔也只能由被允许的剑术高手所持有。
		OT: OCG|TCG
		同名卡: 
		字段: 恶魔
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 2400
		防御力: 2150
		星级: 6
	11793047
		卡名: 戈耳工蛋
		密码: 11793047
		效果: 蛇发女所产下的巨卵。其他一切资料不详。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 300
		防御力: 1300
		星级: 3
	11813953
		卡名: 大型肉畜
		密码: 11813953
		效果: 非常凶暴的怪兽。据说从来没人看见过其温顺一面的姿态。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 炎
		种族: 兽
		效果类型: 
		攻击力: 1800
		防御力: 600
		星级: 4
	11987744
		卡名: 忍犬 奇狗
		密码: 11987744
		效果: 忍术攀登到顶峰的狗忍者。通过严格的修行，变得可以使用拟人化的忍术。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 风
		种族: 兽战士
		效果类型: 
		攻击力: 1800
		防御力: 1000
		星级: 4
	12057781
		卡名: 落空哥布林
		密码: 12057781
		效果: 为了完全弄懂暗黑界的文字，而日日精进的小矮人。将一切精力全部奉献于研究之中。
		OT: OCG|TCG
		同名卡: 
		字段: 哥布林
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 400
		防御力: 400
		星级: 1
	12143771
		卡名: 流离的饥民
		密码: 12143771
		效果: 一直在忍受着饥饿的痛苦，发誓一定要发起革命的人民。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 炎
		种族: 炎
		效果类型: 
		攻击力: 600
		防御力: 600
		星级: 2
	12146024
		卡名: 电击蜗牛
		密码: 12146024
		效果: 吐出粘液然后用电击对方。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 水
		种族: 雷
		效果类型: 
		攻击力: 1400
		防御力: 1500
		星级: 5
	12436646
		卡名: 水蛇
		密码: 12436646
		效果: 尾巴前端的光球可施展催眠术，使对方精神恍惚。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 水
		种族: 水
		效果类型: 
		攻击力: 1050
		防御力: 900
		星级: 3
	12482652
		卡名: 扰乱·绿
		密码: 12482652
		效果: 使用一切手段捣乱的扰乱三人组中的一员。据说集齐了三人就会发生什么。
		OT: OCG|TCG
		同名卡: 
		字段: 扰乱
		卡片种类: 怪兽|通常
		属性: 光
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 1000
		星级: 2
	12493482
		卡名: 神力女武神
		密码: 12493482
		效果: 勇敢的光之天使。出于那强烈的正义感，明知必败也决不逃避与邪恶的战斗。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 光
		种族: 天使
		效果类型: 
		攻击力: 1800
		防御力: 1050
		星级: 4
	12829151
		卡名: 女剑士 迦南
		密码: 12829151
		效果: 像蝴蝶飞舞像蜜蜂蜇人，双手持剑与盾的女战士。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 战士
		效果类型: 
		攻击力: 1400
		防御力: 1400
		星级: 4
	12883044
		卡名: 火焰舞者
		密码: 12883044
		效果: 挥舞着燃烧的绳子慢慢接近，不能和他对眼。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 炎
		种族: 炎
		效果类型: 
		攻击力: 550
		防御力: 450
		星级: 2
	12958920
		卡名: 铳士衍生物
		密码: 12958920
		效果: 由「幻铳士」的效果特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 铳士
		卡片种类: 怪兽|通常|衍生物
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 500
		防御力: 500
		星级: 4
	12965762
		卡名: 魔草衍生物
		密码: 12965762
		效果: 由「死亡石斛」的效果特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 地
		种族: 植物
		效果类型: 
		攻击力: 800
		防御力: 800
		星级: 1
	13039848
		卡名: 岩石巨兵
		密码: 13039848
		效果: 岩石的巨人兵，巨腕的攻击能震动大地。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 岩石
		效果类型: 
		攻击力: 1300
		防御力: 2000
		星级: 3
	13069066
		卡名: 剑龙
		密码: 13069066
		效果: 全身都附有刀刺的恐龙。以突进为手段进行攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 恐龙
		效果类型: 
		攻击力: 1750
		防御力: 2030
		星级: 6
	13140300
		卡名: 神龙之圣刻印
		密码: 13140300
		效果: 被刻有神秘刻印的神圣古物。传说是将施展如神一般的力量之龙的力量封印之物。在黄金太阳之下，经历悠久的时光，后来随着其神圣性被称为太阳石。
		OT: OCG|TCG
		同名卡: 
		字段: 圣刻
		卡片种类: 怪兽|通常
		属性: 光
		种族: 龙
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 8
	13179332
		卡名: 大木炭18
		密码: 13179332
		效果: 完全燃烧殆尽的巨木之化身。用此炭烤出的肉被公认为极品而受到珍重。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 炎
		种族: 炎
		效果类型: 
		攻击力: 100
		防御力: 2100
		星级: 1
	13193642
		卡名: 暗黑植物
		密码: 13193642
		效果: 在被污染的土地以及暗之力的环境下生长的花。非常凶暴。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 植物
		效果类型: 
		攻击力: 300
		防御力: 400
		星级: 1
	13429800
		卡名: 大白鲨
		密码: 13429800
		效果: 巨大的白鲨，若被咬到绝对无法脱身。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 水
		种族: 鱼
		效果类型: 
		攻击力: 1600
		防御力: 800
		星级: 4
	13536607
		卡名: V-LAN衍生物
		密码: 13536607
		效果: 由「V-LAN多头蛇」的效果特殊召唤。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 光
		种族: 电子界
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 1
	13676474
		卡名: 假面咒术师 诅咒之喉
		密码: 13676474
		效果: 通过咒念将敌人杀死的假面怪兽。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 1500
		防御力: 800
		星级: 4
	13723605
		卡名: 食人宝石箱
		密码: 13723605
		效果: 宝石箱形状的怪兽，欺骗冒险者接近并发动攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 1600
		防御力: 1000
		星级: 4
	14015067
		卡名: 大森林的长老
		密码: 14015067
		效果: 很久以前住在森林里的白羊，真身是森林长老。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 兽
		效果类型: 
		攻击力: 1800
		防御力: 1900
		星级: 6
	14037717
		卡名: 书之精灵 飞鹰主教
		密码: 14037717
		效果: 木之精灵，拥有非常高的智慧，发动多彩的攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 风
		种族: 鸟兽
		效果类型: 
		攻击力: 1400
		防御力: 1200
		星级: 4
	14089429
		卡名: 闪电子机衍生物
		密码: 14089429
		效果: 由「蓝色雷电T45」特殊召唤。这个衍生物不能作为祭品召唤的祭品。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 光
		种族: 机械
		效果类型: 
		攻击力: 1500
		防御力: 1500
		星级: 4
	14181608
		卡名: 蘑菇人
		密码: 14181608
		效果: 在潮湿的地方发挥力量！从蘑菇帽中吐丝攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 植物
		效果类型: 
		攻击力: 800
		防御力: 600
		星级: 2
	14214060
		卡名: 魔法剑士 特兰斯
		密码: 14214060
		效果: 实力相当强的奇特魔法师。好像从异空间旅行归来了。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 魔法师
		效果类型: 
		攻击力: 2600
		防御力: 200
		星级: 6
	14470846
		卡名: 扰乱衍生物
		密码: 14470846
		效果: 由「扰乱二人组」的效果特殊召唤。这衍生物不能为上级召唤而解放。「扰乱衍生物」被破坏时那控制者受到每1只300伤害。
		OT: OCG|TCG
		同名卡: 29843092
		字段: 扰乱
		卡片种类: 怪兽|通常|衍生物
		属性: 光
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 1000
		星级: 2
	14470847
		卡名: 扰乱衍生物
		密码: 14470847
		效果: 由「扰乱二人组」的效果特殊召唤。这衍生物不能为上级召唤而解放。「扰乱衍生物」被破坏时那控制者受到每1只300伤害。
		OT: OCG|TCG
		同名卡: 29843092
		字段: 扰乱
		卡片种类: 怪兽|通常|衍生物
		属性: 光
		种族: 兽
		效果类型: 
		攻击力: 0
		防御力: 1000
		星级: 2
	14531242
		卡名: 红色独眼巨人
		密码: 14531242
		效果: 为冥王哈帝斯效命的独眼巨人。用尖角把敌人扯成碎片。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 1800
		防御力: 1700
		星级: 4
	14575467
		卡名: 僵尸男孩
		密码: 14575467
		效果: 两个人 特别要好\r\n死了也相随 活了也相伴\r\n不离不弃\r\n\r\n所以 两个人永远 都不会再次相见
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 不死
		效果类型: 
		攻击力: 2000
		防御力: 0
		星级: 4
	14708569
		卡名: 阿罗妮
		密码: 14708569
		效果: 花中的女性散发着有毒的花粉。任何人都不能靠近她。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 植物
		效果类型: 
		攻击力: 800
		防御力: 1000
		星级: 3
	14851496
		卡名: 水母
		密码: 14851496
		效果: 漂浮在海面上的海蜇，半透明的身体使人难以察觉。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 水
		种族: 水
		效果类型: 
		攻击力: 1200
		防御力: 1500
		星级: 4
	14898066
		卡名: 血腥魔兽人
		密码: 14898066
		效果: 做尽坏事并以此为乐的魔兽人。手上的斧子经常沾满鲜血。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 兽战士
		效果类型: 
		攻击力: 1900
		防御力: 1200
		星级: 4
	14898067
		卡名: 血腥魔兽人
		密码: 14898067
		效果: 做尽坏事并以此为乐的魔兽人。手上的斧子经常沾满鲜血。
		OT: OCG|TCG
		同名卡: 14898066
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 兽战士
		效果类型: 
		攻击力: 1900
		防御力: 1200
		星级: 4
	14977074
		卡名: 加鲁撒斯
		密码: 14977074
		效果: 长有龙头的兽战士，斧头具有相当大的威力。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 炎
		种族: 兽战士
		效果类型: 
		攻击力: 1800
		防御力: 1500
		星级: 5
	15023985
		卡名: 岩石巨人
		密码: 15023985
		效果: 能将巨大的岩石堆积起来的岩石巨人。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 地
		种族: 岩石
		效果类型: 
		攻击力: 1600
		防御力: 1500
		星级: 5
	15025844
		卡名: 圣精灵
		密码: 15025844
		效果: 虽然是纤弱的精灵，但以神圣力量护身有很强的守备。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 光
		种族: 魔法师
		效果类型: 
		攻击力: 800
		防御力: 2000
		星级: 4
	15042735
		卡名: 飓风怪
		密码: 15042735
		效果: 荒野的龙卷风。用风之刃切割对方。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 风
		种族: 魔法师
		效果类型: 
		攻击力: 900
		防御力: 200
		星级: 2
	15150371
		卡名: 恶魔之镜
		密码: 15150371
		效果: 对映在镜子上的东西施以催眠术，从而避开攻击的恶魔之镜。
		OT: OCG
		同名卡: 
		字段: 恶魔
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 700
		防御力: 600
		星级: 2
	15303296
		卡名: 石像怪
		密码: 15303296
		效果: 使人误认为是石像，从而在黑暗之中攻击。逃跑速度也很快。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常
		属性: 暗
		种族: 恶魔
		效果类型: 
		攻击力: 1000
		防御力: 500
		星级: 3
	15341822
		卡名: 绵毛衍生物
		密码: 15341822
		效果: 由「蒲公英狮」的效果特殊召唤。这个衍生物特殊召唤的回合不能用于上级召唤的解放。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 风
		种族: 植物
		效果类型: 
		攻击力: 0
		防御力: 0
		星级: 1
	15341823
		卡名: 绵毛衍生物
		密码: 15341823
		效果: 由「蒲公英狮」的效果特殊召唤。这个衍生物特殊召唤的回合不能用于上级召唤的解放。
		OT: OCG|TCG
		同名卡: 15341822
		字段: 
		卡片种类: 怪兽|通常|衍生物
		属性: 风
		种族: 植物
		效果类型: 
		攻击力: 0
