通常
	卡名: 第13人的埋葬者
	防御力: 2100
	星级: 2

	卡名: 河马衍生物
	密码: 11050416
	描述: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 河马衍生物
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 河马衍生物
	密码: 11050417
	描述: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 河马衍生物
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 河马衍生物
	密码: 11050418
	描述: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 河马衍生物
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 河马衍生物
	密码: 11050419
	描述: 由「超河马狂欢节」的效果特殊召唤。这衍生物不能解放。只要「河马衍生物」在怪兽区域存在，自己不能从额外卡组把怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 河马衍生物
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 银河海蛇
	密码: 11066358
	描述: 据说会趁着暮色现形的龙。因飞行时犹如畅泳星海这神秘身姿而得其名。虽说相传目睹其姿容者是寥寥可数，不过据说有幸目睹者能得到新力量。
	OT: OCG|TCG
	同名卡: 
	字段: 银河
	卡片种类: 怪兽|通常|调整
	效果类型: 
	属性: 光
	种族: 龙
	攻击力: 1000
	防御力: 0
	星级: 2

	卡名: 蓝宝石龙
	密码: 11091375
	描述: 全身都被蓝宝石覆盖着，异常美丽的龙。虽然不喜欢竞争。但却具备着非常高的攻击力。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 风
	种族: 龙
	攻击力: 1900
	防御力: 1600
	星级: 4

	卡名: 水陆的帝王
	密码: 11250655
	描述: 可以用大嘴向四方喷火的爬虫怪。
	OT: OCG
	同名卡: 
	字段: 帝王
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 爬虫
	攻击力: 1800
	防御力: 1500
	星级: 5

	卡名: 暗魔界的战士 暗黑之剑
	密码: 11321183
	描述: 据说会操纵龙的暗魔界的战士。邪恶之力所使出的挥斩攻击威力惊人。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 战士
	攻击力: 1800
	防御力: 1500
	星级: 4

	卡名: 磁石战士γ
	密码: 11549357
	描述: 用α、β、γ来变形合体。
	OT: OCG|TCG
	同名卡: 
	字段: 磁石战士
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 岩石
	攻击力: 1500
	防御力: 1800
	星级: 4

	卡名: 3万年的白龟
	密码: 11714098
	描述: 生活了三万年的巨大乌龟。守备力高。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 水
	攻击力: 1250
	防御力: 2100
	星级: 5

	卡名: 塔瓦弯刀恶魔
	密码: 11761845
	描述: 其双刀。即使是恶魔也只能由被允许的剑术高手所持有。
	OT: OCG|TCG
	同名卡: 
	字段: 恶魔
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 2400
	防御力: 2150
	星级: 6

	卡名: 戈耳工蛋
	密码: 11793047
	描述: 蛇发女所产下的巨卵。其他一切资料不详。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 300
	防御力: 1300
	星级: 3

	卡名: 大型肉畜
	密码: 11813953
	描述: 非常凶暴的怪兽。据说从来没人看见过其温顺一面的姿态。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 炎
	种族: 兽
	攻击力: 1800
	防御力: 600
	星级: 4

	卡名: 忍犬 奇狗
	密码: 11987744
	描述: 忍术攀登到顶峰的狗忍者。通过严格的修行，变得可以使用拟人化的忍术。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 风
	种族: 兽战士
	攻击力: 1800
	防御力: 1000
	星级: 4

	卡名: 落空哥布林
	密码: 12057781
	描述: 为了完全弄懂暗黑界的文字，而日日精进的小矮人。将一切精力全部奉献于研究之中。
	OT: OCG|TCG
	同名卡: 
	字段: 哥布林
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 400
	防御力: 400
	星级: 1

	卡名: 流离的饥民
	密码: 12143771
	描述: 一直在忍受着饥饿的痛苦，发誓一定要发起革命的人民。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 炎
	种族: 炎
	攻击力: 600
	防御力: 600
	星级: 2

	卡名: 电击蜗牛
	密码: 12146024
	描述: 吐出粘液然后用电击对方。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 雷
	攻击力: 1400
	防御力: 1500
	星级: 5

	卡名: 水蛇
	密码: 12436646
	描述: 尾巴前端的光球可施展催眠术，使对方精神恍惚。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 水
	攻击力: 1050
	防御力: 900
	星级: 3

	卡名: 扰乱·绿
	密码: 12482652
	描述: 使用一切手段捣乱的扰乱三人组中的一员。据说集齐了三人就会发生什么。
	OT: OCG|TCG
	同名卡: 
	字段: 扰乱
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 光
	种族: 兽
	攻击力: 0
	防御力: 1000
	星级: 2

	卡名: 神力女武神
	密码: 12493482
	描述: 勇敢的光之天使。出于那强烈的正义感，明知必败也决不逃避与邪恶的战斗。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 光
	种族: 天使
	攻击力: 1800
	防御力: 1050
	星级: 4

	卡名: 女剑士 迦南
	密码: 12829151
	描述: 像蝴蝶飞舞像蜜蜂蜇人，双手持剑与盾的女战士。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 战士
	攻击力: 1400
	防御力: 1400
	星级: 4

	卡名: 火焰舞者
	密码: 12883044
	描述: 挥舞着燃烧的绳子慢慢接近，不能和他对眼。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 炎
	种族: 炎
	攻击力: 550
	防御力: 450
	星级: 2

	卡名: 铳士衍生物
	密码: 12958920
	描述: 由「幻铳士」的效果特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 铳士
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 500
	防御力: 500
	星级: 4

	卡名: 魔草衍生物
	密码: 12965762
	描述: 由「死亡石斛」的效果特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 地
	种族: 植物
	攻击力: 800
	防御力: 800
	星级: 1

	卡名: 岩石巨兵
	密码: 13039848
	描述: 岩石的巨人兵，巨腕的攻击能震动大地。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 岩石
	攻击力: 1300
	防御力: 2000
	星级: 3

	卡名: 剑龙
	密码: 13069066
	描述: 全身都附有刀刺的恐龙。以突进为手段进行攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 恐龙
	攻击力: 1750
	防御力: 2030
	星级: 6

	卡名: 神龙之圣刻印
	密码: 13140300
	描述: 被刻有神秘刻印的神圣古物。传说是将施展如神一般的力量之龙的力量封印之物。在黄金太阳之下，经历悠久的时光，后来随着其神圣性被称为太阳石。
	OT: OCG|TCG
	同名卡: 
	字段: 圣刻
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 光
	种族: 龙
	攻击力: 0
	防御力: 0
	星级: 8

	卡名: 大木炭18
	密码: 13179332
	描述: 完全燃烧殆尽的巨木之化身。用此炭烤出的肉被公认为极品而受到珍重。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 炎
	种族: 炎
	攻击力: 100
	防御力: 2100
	星级: 1

	卡名: 暗黑植物
	密码: 13193642
	描述: 在被污染的土地以及暗之力的环境下生长的花。非常凶暴。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 植物
	攻击力: 300
	防御力: 400
	星级: 1

	卡名: 大白鲨
	密码: 13429800
	描述: 巨大的白鲨，若被咬到绝对无法脱身。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 鱼
	攻击力: 1600
	防御力: 800
	星级: 4

	卡名: V-LAN衍生物
	密码: 13536607
	描述: 由「V-LAN多头蛇」的效果特殊召唤。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 光
	种族: 电子界
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 假面咒术师 诅咒之喉
	密码: 13676474
	描述: 通过咒念将敌人杀死的假面怪兽。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 1500
	防御力: 800
	星级: 4

	卡名: 食人宝石箱
	密码: 13723605
	描述: 宝石箱形状的怪兽，欺骗冒险者接近并发动攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 1600
	防御力: 1000
	星级: 4

	卡名: 大森林的长老
	密码: 14015067
	描述: 很久以前住在森林里的白羊，真身是森林长老。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 1800
	防御力: 1900
	星级: 6

	卡名: 书之精灵 飞鹰主教
	密码: 14037717
	描述: 木之精灵，拥有非常高的智慧，发动多彩的攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 风
	种族: 鸟兽
	攻击力: 1400
	防御力: 1200
	星级: 4

	卡名: 闪电子机衍生物
	密码: 14089429
	描述: 由「蓝色雷电T45」特殊召唤。这个衍生物不能作为祭品召唤的祭品。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 光
	种族: 机械
	攻击力: 1500
	防御力: 1500
	星级: 4

	卡名: 蘑菇人
	密码: 14181608
	描述: 在潮湿的地方发挥力量！从蘑菇帽中吐丝攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 植物
	攻击力: 800
	防御力: 600
	星级: 2

	卡名: 魔法剑士 特兰斯
	密码: 14214060
	描述: 实力相当强的奇特魔法师。好像从异空间旅行归来了。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 魔法师
	攻击力: 2600
	防御力: 200
	星级: 6

	卡名: 扰乱衍生物
	密码: 14470846
	描述: 由「扰乱二人组」的效果特殊召唤。这衍生物不能为上级召唤而解放。「扰乱衍生物」被破坏时那控制者受到每1只300伤害。
	OT: OCG|TCG
	同名卡: 扰乱衍生物
	字段: 扰乱
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 光
	种族: 兽
	攻击力: 0
	防御力: 1000
	星级: 2

	卡名: 扰乱衍生物
	密码: 14470847
	描述: 由「扰乱二人组」的效果特殊召唤。这衍生物不能为上级召唤而解放。「扰乱衍生物」被破坏时那控制者受到每1只300伤害。
	OT: OCG|TCG
	同名卡: 扰乱衍生物
	字段: 扰乱
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 光
	种族: 兽
	攻击力: 0
	防御力: 1000
	星级: 2

	卡名: 红色独眼巨人
	密码: 14531242
	描述: 为冥王哈帝斯效命的独眼巨人。用尖角把敌人扯成碎片。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 1800
	防御力: 1700
	星级: 4

	卡名: 僵尸男孩
	密码: 14575467
	描述: 两个人 特别要好
死了也相随 活了也相伴
不离不弃

所以 两个人永远 都不会再次相见
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 不死
	攻击力: 2000
	防御力: 0
	星级: 4

	卡名: 阿罗妮
	密码: 14708569
	描述: 花中的女性散发着有毒的花粉。任何人都不能靠近她。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 植物
	攻击力: 800
	防御力: 1000
	星级: 3

	卡名: 水母
	密码: 14851496
	描述: 漂浮在海面上的海蜇，半透明的身体使人难以察觉。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 水
	攻击力: 1200
	防御力: 1500
	星级: 4

	卡名: 血腥魔兽人
	密码: 14898066
	描述: 做尽坏事并以此为乐的魔兽人。手上的斧子经常沾满鲜血。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 兽战士
	攻击力: 1900
	防御力: 1200
	星级: 4

	卡名: 血腥魔兽人
	密码: 14898067
	描述: 做尽坏事并以此为乐的魔兽人。手上的斧子经常沾满鲜血。
	OT: OCG|TCG
	同名卡: 血腥魔兽人
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 兽战士
	攻击力: 1900
	防御力: 1200
	星级: 4

	卡名: 加鲁撒斯
	密码: 14977074
	描述: 长有龙头的兽战士，斧头具有相当大的威力。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 炎
	种族: 兽战士
	攻击力: 1800
	防御力: 1500
	星级: 5

	卡名: 岩石巨人
	密码: 15023985
	描述: 能将巨大的岩石堆积起来的岩石巨人。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 岩石
	攻击力: 1600
	防御力: 1500
	星级: 5

	卡名: 圣精灵
	密码: 15025844
	描述: 虽然是纤弱的精灵，但以神圣力量护身有很强的守备。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 光
	种族: 魔法师
	攻击力: 800
	防御力: 2000
	星级: 4

	卡名: 飓风怪
	密码: 15042735
	描述: 荒野的龙卷风。用风之刃切割对方。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 风
	种族: 魔法师
	攻击力: 900
	防御力: 200
	星级: 2

	卡名: 恶魔之镜
	密码: 15150371
	描述: 对映在镜子上的东西施以催眠术，从而避开攻击的恶魔之镜。
	OT: OCG
	同名卡: 
	字段: 恶魔
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 700
	防御力: 600
	星级: 2

	卡名: 石像怪
	密码: 15303296
	描述: 使人误认为是石像，从而在黑暗之中攻击。逃跑速度也很快。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 1000
	防御力: 500
	星级: 3

	卡名: 绵毛衍生物
	密码: 15341822
	描述: 由「蒲公英狮」的效果特殊召唤。这个衍生物特殊召唤的回合不能用于上级召唤的解放。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 风
	种族: 植物
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 绵毛衍生物
	密码: 15341823
	描述: 由「蒲公英狮」的效果特殊召唤。这个衍生物特殊召唤的回合不能用于上级召唤的解放。
	OT: OCG|TCG
	同名卡: 绵毛衍生物
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 风
	种族: 植物
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 蟑螂球
	密码: 15367030
	描述: 圆溜溜的蟑螂。滚来滚去进行攻击。守备想不到还挺强。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 昆虫
	攻击力: 1200
	防御力: 1400
	星级: 4

	卡名: 极星兽衍生物
	密码: 15394084
	描述: 由「极星兽 坦格里斯尼尔」的效果特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 极星兽
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 0
	防御力: 0
	星级: 3

	卡名: 紫炎的影武者
	密码: 15401633
	描述: 侍奉着紫炎的影武者，持有锋利的名刀。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 战士
	攻击力: 800
	防御力: 400
	星级: 2

	卡名: 铠蜥蜴
	密码: 15480588
	描述: 拥有坚硬躯体的蜥蜴。如果被咬到会立即毙命。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 爬虫
	攻击力: 1500
	防御力: 1200
	星级: 4

	卡名: 黑暗随从者
	密码: 15507080
	描述: 崇拜黑暗的魔法师。呼唤魔手将敌人拖入暗阴之中。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 暗
	种族: 魔法师
	攻击力: 700
	防御力: 500
	星级: 2

	卡名: 雷电小子
	密码: 15510988
	描述: 在它的体内平时储蓄着雷电。因此当它哭泣时非常危险。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 风
	种族: 雷
	攻击力: 700
	防御力: 600
	星级: 2

	卡名: 圆舞衍生物
	密码: 15629802
	描述: 由「武斗圆舞」的效果特殊召唤。这个衍生物的战斗发生的对双方玩家的战斗伤害变成0。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常|衍生物
	效果类型: 
	属性: 
	种族: 
	攻击力: ?
	防御力: ?
	星级: 0

	卡名: 魂虎
	密码: 15734813
	描述: 据说是贪婪人类灵魂的可怕老虎的邪恶灵魂。如果可以的话，任谁都不想遇见的怪兽。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 0
	防御力: 2100
	星级: 4

	卡名: 怪龟
	密码: 15820147
	描述: 装备了带刺的甲壳的龟。非常凶暴不喜欢接近人类。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 水
	种族: 水
	攻击力: 800
	防御力: 1000
	星级: 3

	卡名: 铠鼠
	密码: 16246527
	描述: 可以用像铠甲般坚固的毛守护身体的老鼠。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 兽
	攻击力: 950
	防御力: 1100
	星级: 3

	卡名: 鲜血吮吸者
	密码: 16353197
	描述: 借着夜色袭击行人的人形吸血蛇。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|通常
	效果类型: 
	属性: 地
	种族: 爬虫
	攻击力: 900
	防御力: 800
	星级: 3
